HOMD.org Taxon Data::Site/Status Filter applied Date: 2022-08-12
HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
224	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hofstadii	Named	Oral	0		AF287813				Oral Strain TFI-FAC5	157688	1	137	7569	SEQF1601 | SEQF2581						
225	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_225	Unnamed	Oral	0		To be submitted				Oral Clone HE052 | Oral Strain TFI-FEA2	671213	0	575	4634	SEQF2452						
226	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_226	Phylotype	Oral	0		AF023062				Oral Clone G054	712715	0	1	0							
227	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_227	Phylotype	Oral	0		AF056339				Oral Clone BA223	712716	0	2	0							
228	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_228	Phylotype	Oral	0		AF023054				Treponema sp. I:D:T31	712717	0	25	0							
229	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Arthrospira	platensis	Named	Unassigned	0							118562	0	0	0	SEQF2856						
230	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_230	Phylotype	Oral	0		AF023053 | AY005081				Oral Clone AF068 | Treponema sp. I:F:D13	712718	0	13	0							
231	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_231	Phylotype	Oral	0		AF023055				Treponeme sp. 1:G:T21	712719	0	21	0							
232	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_232	Phylotype	Unassigned	0		AF023059				Treponema sp. I:J:T19	712720	0	28	0							
233	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	schleiferi	Named	Unassigned	0							1295	0	0	0	SEQF2914						
234	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_234	Phylotype	Oral	0		AF023056				Treponema sp. I:L:Y1	712721	0	10	0							
235	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_235	Phylotype	Oral	0		AF023063				Treponema sp. I:N:D47	712722	0	3	0							
236	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_236	Phylotype	Oral	0		AF056338				Treponema sp. I:O:AF016	712723	0	8	0							
237	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_237	Phylotype	Oral	0		AF056337 | AF061349 | AF061350				Treponema sp. I:8:G57 | Treponema sp. I:S:AT39 | Treponema sp. I:T:AT24	712724	0	42	0							
238	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_238	Phylotype	Oral	0		AF061347				Treponema sp. I:Q:AT20	712725	0	9	0							
239	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_239	Phylotype	Oral	0		AF061348 | AY349416				Oral ClonesJU031 | Treponema sp. I:R:AF026	712726	0	11	0							
241	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	thermosphacta	Named	Unassigned	0							2756	0	0	0	SEQF2904						
242	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_242	Phylotype	Oral	0		AF182831				Treponema sp. I:V:AU076	712727	0	1	0							
243	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	huakuii	Named	Unassigned	0							589010	0	0	0							
244	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	gilardii	Named	Unassigned	0							257708	0	0	0	SEQF2908						
245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	mucosa	Named	Unassigned	0							207340	0	0	0	SEQF2894						
246	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_246	Phylotype	Oral	0		AF023031				Treponema sp. II:C:T1	712728	0	1	0							
247	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_247	Phylotype	Oral	0		AF023032				Treponema sp. II:D:G93	712729	0	27	0							
248	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp._HMT_248	Unnamed	Unassigned	0							848	0	0	0	SEQF3181						
249	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_249	Phylotype	Unassigned	0		AF023037				Treponema sp. II:I:C53	712730	0	1	0							
250	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_250	Phylotype	Unassigned	0		AF023028				Treponema sp. III:A:D24	712731	0	1	0							
251	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_251	Phylotype	Unassigned	0		AF056340				Treponema sp. III:B:U8A	712732	0	14	0							
252	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_252	Phylotype	Oral	0		AF056341				Treponema sp. III:C:BA213	712733	0	2	0							
253	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_253	Phylotype	Oral	0		AF182838				Treponema sp. 3:D:BQ032	712734	0	5	0							
254	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_254	Phylotype	Oral	0		AF182836				Treponema sp. 3:E:AT013	712735	0	9	0							
256	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_256	Phylotype	Oral	0		AF182835				Treponema sp. 3:G:BB003	712737	0	5	0							
257	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_257	Lost	Oral	0		AF023044				Oral Strain Smibert D36ER1 | Treponema sp. V:19:D36	712738	0	17	0							
258	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_258	Phylotype	Oral	0		AF023042				Treponema sp. IV:18:C9	712739	0	1	0							
259	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sp._HMT_259	Phylotype	Unassigned	0							724	0	0	0							
260	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_260	Phylotype	Unassigned	0		AF023041				Treponema sp. IV:17D:D31	712740	0	1	0							
261	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	aerophilus	Named	Unassigned	0							670293	0	0	0	SEQF3157						
262	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_262	Phylotype	Oral	0		AF182834				Treponema sp. 5:C:AT040	712741	0	3	0							
263	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_263	Phylotype	Unassigned	0		AF182837				Treponema sp. 5:22:BH022	712742	0	5	0							
264	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_264	Phylotype	Unassigned	0		AF385536				Treponema sp. oral clone BZ013	712743	0	7	0							
265	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_265	Phylotype	Unassigned	0		AF023046				Treponema sp. V:A:U7A	712744	0	13	0							
266	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	sp._HMT_266	Phylotype	Unassigned	0							1907117	0	0	0							
268	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_268	Lost	Oral	0		AF033303 | AY349418				Oral Clone IL034 | Oral Strain Smibert D120CR-1 | Treponema sp. Smibert-5	712745	0	8	0							
269	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_269	Lost	Oral	0		AY005083				Oral Strain Smibert D15A-4 | Treponema sp. 6:H:D15A-4	157	0	0	0							
270	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_270	Phylotype	Oral	0						Treponema sp. 9:A:D01	671227	0	3	0							
271	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_271	Phylotype	Unassigned	0		AF023043				Treponema sp. 10:A:C25	712746	0	2	0							
272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	abscessus	Unnamed	Oral	0		AY005066				Oral Clone X083 | Oral Strain TFI-F0093	815	0	0	0	SEQF1646						
273	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	endodontalis	Named	Oral	0		AY005067 | AY005068				Bacteroides endodontalis | Oral Clone AJ002 | Oral Clone BB134	28124	176	169	3928	SEQF1033						
274	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_[F-2]	Bacteroidales_[G-2]	bacterium_HMT_274	Unnamed	Oral	0		AY005072				Oral Clone AU126 [1-3] | Oral Strain KCL-W5603 | Oral Strain TFI-F0058	171549	0	0	0	SEQF1451	Bacteroidetes bacterium Oral taxon 274 strain F0058 has been isolated from a human subject by the Moore&#039;s Laboratory in November 1984. The subject was a 39 year old American black male. The bacteria was isolated from the subgingival oral biofilm at a site with moderate periodontitis. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577256. The strain is available at www.bei.org under the reference HM-4. This strain is part of the reference strains for the oral section of the Human Microbiome Project.		<DIV id=ViEtDeVdIvId style='POSITION:Relative;FONT-FAMILY:Arial;FONT-SIZE:11px'>Presumptively Gram negativePresumptively anaerobic</DIV>	26 clones found in libraries from 7 subjectsPresent in 20% of subgingival sites in healthy subjects and 76% of subgingival sites in periodontitis subjects with a prevalence ratio of 3.85 This disease association is higher than that of <EM>T. denticola</EM> <EM>P. gingivalis</EM> or <EM>T. forsythensis</EM> [2]	Present in 20% of subgingival sites in healthy subjects and 76% of subgingival sites in periodontitis subjects with a prevalence ratio of 3.85 This disease association is higher thatn that of <EM>T. denticola</EM> <EM>P. gingivalis</EM> or <EM>T. forsythensis</EM> [2]	
275	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_275	Unnamed	Oral	0		AF393476				Oral Clone AW032	712435	0	2	0	SEQF3680						
276	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	sp._HMT_276	Phylotype	Unassigned	0							475	0	0	0							
277	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_277	Phylotype	Oral	0		AF385555				Oral Clone BR037	712436	0	2	0							
278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_278	Unnamed	Oral	0		AF385560				Oral Clone BS045	712437	0	206	3945	SEQF2357						
279	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	pasteri	Named	Oral	0		AF385516 | AY008310				Oral Clone CW034 | Oral Clone DP023 | Oral Strain TFI-F003	1583331	0	146	3447	SEQF1907						
280	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-3]	bacterium_HMT_280	Phylotype	Oral	0		AY005071				Oral Clone DA064	1861803	0	0	0							
281	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-3]	bacterium_HMT_281	Phylotype	Oral	0		AY005070				Oral Clone DA065	200643	0	0	0							
282	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	junii	Named	Unassigned	0							40215	0	0	0	SEQF2875						
283	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	catoniae	Named	Oral	0		AF366271 | X82823				Oral Clone DS033 | Oral Strain THI-F0035 | Oribaculum catoniae	41976	6	130	5292	SEQF1936 | SEQF2632						
284	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_284	Lost	Oral	0		AY008313				Oral Clone EP003 | Oral Strain TFI-F0037	712439	0	5	0							
285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_285	Phylotype	Oral	0		AY005069				Oral Clone F016	836	0	0	0							
286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	sp._HMT_286	Unnamed	Oral	0		AY008308				Oral Clone BU063	712710	0	5438	12966	SEQF2634 | SEQF2635 | SEQF2636 | SEQF2637 | SEQF2638 | SEQF2807 | SEQF3068	As the closest <EM>Tannerella forsythus</EM> several investigators have attempted to culture this organism--as yet unsuccessfully.					
288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oulorum	Named	Oral	0		L16472				Bacteroides oulorum | Oral Strain TFI-C08KA | Prevotella oulora	28136	3	420	6641	SEQF1691 | SEQF2684						
289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	maculosa	Named	Oral	0		AY005057 | AY005058 | EF534315				Oral Clone AA016 | Oral Clone AA020 | Oral Strain KCL-W1609 | Prevotella genomosp. | Prevotella genomosp. T3 [1]	439703	1	560	7612	SEQF2147 | SEQF2508 | SEQF2680						
290	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	sp._HMT_290	Lost	Unassigned	0							165779	0	0	0							
291	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	denticola	Named	Oral	0		AY005053 | AY005054				Bacteroides denticola | Oral Clone AH005 | Oral Clone AO036	28129	44	667	13971	SEQF1677 | SEQF2146 | SEQF2563 | SEQF2676 | SEQF2733 | SEQF3700 | SEQF3701 | SEQF3702 | SEQF3711						
294	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	sp._HMT_294	Phylotype	Unassigned	0							165779	0	0	0							
295	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	sp._HMT_295	Phylotype	Unassigned	0							165779	0	0	0							
297	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	johnsonii	Named	Unassigned	0							40214	0	0	0	SEQF2916						
298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	histicola	Named	Oral	0		AF385551				Oral Clone BE073	470565	2	205	6514	SEQF1852 | SEQF2679 | SEQF3698						
299	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	nanceiensis	Named	Oral	0	CCUG 54409	AY005064				Oral Clone BI027 | Oral Strain KCL-W1169 | Oral Strain TFI-F0039	425941	0	13	5799	SEQF1452	Prevotella sp. oral taxon 299 strain F0039 has been isolated from a human subject by the Moore&#039;s Laboratory in September 1981.  The subject was a 44 years old American white male. The bacteria was isolated from the subgingival oral biofilm at an healthy site. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577257. The strain is available at www.bei.org under the reference HM-3.This strain is now part of the reference strains for the oral section of the Human Microbiome Project.					
300	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_300	Phylotype	Oral	0		AF385554 | AY278625				Oral Clone BR014 | Oral Clone C3MLM058	712456	0	18	0							
301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_301	Phylotype	Oral	0		AF385558				Oral Clone BS041	712457	0	1	0							
302	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	rava	Named	Oral	0	81/4-12 | CCUG 58091 | DSM 22548	AF385564				Oral Clone BU035 | Oral STain KCL-W6968 | Oral Strain F0020 | Prevotella sp. oral taxon 302	671218	1	141	3992	SEQF1671	<EM>Alloprevotella rava</EM> gen. nov. sp. nov. isolated from the human oral cavity and reclassification of <EM>Prevotella tannerae</EM> (Moore Johnson &amp;amp; Moore 1994) as <EM>Alloprevotella tannerae</EM> gen. nov. comb. nov.    PMID: 22753527.  Genome available as ACZK00000000.  Link to genome may be broken until name changed at NCBI from <EM>Prevotella</EM> sp. oral taxon 302 to <EM>Alloprevotella rava</EM>					
303	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	pleuritidis	Named	Oral	0		AY005063 | AY349392				Oral Clone CY006 | Oral Clone FL019	407975	1	207	5773	SEQF1935						
304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_304	Phylotype	Oral	0		AY005065				Oral Clone DA058	712459	0	5	0							
305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_305	Phylotype	Oral	0		AF385509				Oral Clone DO014	712460	0	1	0							
306	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_306	Unnamed	Oral	0		AF385511				Oral Clone DO027	712461	0	161	4681	SEQF1887						
307	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	salivae	Named	Oral	0		AF385512				Oral Clone DO033	228604	6	436	10913	SEQF1932 | SEQF2149						
308	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_308	Phylotype	Oral	0		AF385513				Oral Clone DO039	1283313	0	0	0							
309	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_309	Phylotype	Oral	0		AF385515				Oral Clone DO045	712463	0	1	0							
311	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	oris	Named	Oral	0		AY005056 | L16474				Bacteroides oris | Oral Clone F045	28135	33	832	13678	SEQF1656 | SEQF2510 | SEQF2683						
312	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	viridans	Named	Unassigned	0							1377	0	0	0	SEQF2883						
313	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	jejuni	Unnamed	Oral	0		AF432133 | AY349397				Oral Clone FM005 | Oral Clone GI059	652722	0	19	0	SEQF3063 | SEQF3696 | SEQF3697						
314	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_314	Unnamed	Oral	0		AY349393				Oral Clone FU048 | Oral Strain TFI-F0054	712464	0	15	0	SEQF3074						
315	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_315	Phylotype	Oral	0		AY349394				Oral Clone FW035	712465	0	2	0							
316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	missouriensis	Named	Unassigned	0							366616	0	0	0	SEQF2853						
317	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_317	Unnamed	Oral	0		AY005061				Oral Strain TFI-B31FD | Oral Strain TFI-F0055	652721	0	395	5808	SEQF1477	Prevotella sp. Oral Taxon 317 strain F0108 has been isolated from a human subject by the Moore&#039;s Laboratory in April 1992. The subject was a 38 year old American black female. The bacteria was isolated from the subgingival oral biofilm at a healthy site. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577255. The strain is available at www.bei.org under the reference HM-5. This strain is part of the reference strains for the oral section of the Human Microbiome Project.					
318	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	sp._HMT_318	Phylotype	Unassigned	0		AF385531				Oral Clone AV100	84567	0	0	0							
319	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	sp._HMT_319	Phylotype	Unassigned	0		AF385544				Oral Clone AY017	712186	0	9	0							
320	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	sp._HMT_320	Phylotype	Unassigned	0		AF385548				Oral Clone AZ105	1210116	0	0	0							
321	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	sp._HMT_321	Phylotype	Unassigned	0		AF385549				Oral Clone AZ123	84567	0	0	0							
322	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	sp._HMT_322	Phylotype	Oral	0		AY008691				Oral Clone AK152	712187	0	4	0							
323	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_323	Unnamed	Oral	0		AY005077				Oral Strain TFI-A47ROY	1705617	0	0	0	SEQF2747						
324	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_324	Unnamed	Oral	0		AY005079				Oral Clone AA032	712211	0	298	4585	SEQF1938						
325	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	granulosa	Named	Oral	0		AY005074 | U41347				Oral Clone AH015	45242	7	423	4714	SEQF1653						
326	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	endodontalis	Unnamed	Oral	0		AY005076				Oral Clone BB167 | Oral Strain KCL-W5130	712212	0	505	6342	SEQF1900						
327	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseriaceae_[G-1]	bacterium_HMT_327	Phylotype	Unassigned	0							481	0	0	0							
328	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	mastitidis	Named	Unassigned	0							161890	0	0	0	SEQF3083						
329	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	leadbetteri	Named	Oral	0		AF385569 | AY005075				Oral Clone BM058 | Oral Clone BR085 | Oral Clone BU084 | Oral Strain TFI-F0087	327575	2	7	0	SEQF1684						
330	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_[O-1]	Alphaproteobacteria_[F-1]	Micavibrio	aeruginosavorus	Named	Unassigned	0							349221	0	0	0	SEQF2848						
331	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	auricularis	Named	Unassigned	0							29379	0	0	0	SEQF3084						
332	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_332	Unnamed	Oral	0		AF366270				Oral Clone DS022 | Oral Strain KCL-W4070	712213	0	471	5395	SEQF1937						
333	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	massiliense	Named	Unassigned	0							441501	0	0	0	SEQF3085						
334	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_334	Phylotype	Unassigned	0		AY008312				Oral Clone EL034	712214	0	1	0							
335	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_335	Unnamed	Oral	0		AY005078				Oral Clone X066	712215	0	80	3944	SEQF1906						
336	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_336	Unnamed	Oral	0		AY005080				Oral Clone X089	712216	0	55	4185	SEQF1970						
337	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	gingivalis	Named	Oral	0		AY005073					1017	81	296	5157	SEQF1602						
338	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_338	Unnamed	Oral	0		U41352				Oral Strain FDC-8	710239	0	158	4857	SEQF1687						
339	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	indicus	Named	Unassigned	0							857417	0	0	0	SEQF2885						
340	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	paucivorans	Named	Unassigned	0							170994	0	0	0	SEQF3172						
341	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	coyleae	Named	Unassigned	0							53374	0	0	0	SEQF2907 | SEQF2945 | SEQF2957 | SEQF2962 | SEQF2968 | SEQF3003 | SEQF3004 | SEQF3007 | SEQF3008 | SEQF3038						
342	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	panipatense	Named	Unassigned	0							428991	0	0	0	SEQF3086						
343	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	xylosoxidans	Named	Unassigned	0		Y14907				Alcaligenes xylosoxidans	85698	325	3185	81905	SEQF1926 | SEQF2029 | SEQF2030 | SEQF2546 | SEQF2610						
344	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	luteola	Named	Unassigned	0							47886	0	0	0	SEQF3076						
345	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_345	Phylotype	Oral	0		AF125207				Oral Clones X112	221235	0	0	0		The proposed phylum OP11 has been split into multiple phyla including SR1.					
346	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_346	Phylotype	Oral	0		AF125204				Oral Clone AH040	713049	0	0	0							
347	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_347	Phylotype	Oral	0		AY005446				Oral Clone BE109	713050	0	0	0							
348	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_348	Phylotype	Oral	0		GQ422738				Oral Clone BN036	671231	0	0	0	SEQF1468 | SEQF1469						
