,phylum,class,order,family,genus,species
1176649,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum
2664893,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. MA01
794846,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp. CCBAU 05631
2744519,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 131-2-5
2744518,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 131-2-1
39645,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri
1670800,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquibium,Aquibium oceanicum
2615210,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,NA
2067957,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. DM1
925818,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. AMS5
269660,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium brachiatum
271865,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Ochrobactrum,Ochrobactrum quorumnocens
2632610,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,NA
2769351,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella sp. 6810
401562,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas ureilytica
293088,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,NA
293089,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,Martelella mediterranea
2715960,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. PSBB068
187304,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium aggregatum
2843308,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,NA,NA
1572860,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Hartmannibacter,NA
1482074,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Hartmannibacter,Hartmannibacter diazotrophicus
772,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,NA,NA
773,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,NA
2645622,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,NA
2759660,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella sp. HY038
709810,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum sp. TSA2s
481146,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter ascendens
1076596,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter persici
2500548,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter oryzoeni
2628570,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,NA
2592655,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter vaccinii
65959,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pomorum
2018065,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas sp. FDAARGOS_362
1434011,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,NA
1177712,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter medellinensis
265959,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter saccharivorans
524,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium cryptum
441,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,NA
574987,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter sphaericus
1529068,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus tegillarcae
1850250,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,Rhodobacter xanthinilyticus
1549850,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Thioclava,Thioclava electrotropha
2738399,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea,NA
2483033,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea,Parasedimentitalea marina
2831925,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pukyongiella,NA
2605946,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pukyongiella,Pukyongiella litopenaei
1679449,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,NA
1537215,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,Pseudooceanicola algae
1759396,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marivivens,NA
2622455,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marivivens,NA
1920883,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marivivens,Marivivens sp. JLT3646
1580596,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter piscinae
60890,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter gallaeciensis
2587855,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. THAF37
1389011,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK025
1389005,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
83219,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter mediterraneus
60137,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter pontiacus
2614906,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,NA
2508307,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera sp. NJS204
2508306,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera sp. NJS201
2293862,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp. AD91A
2494550,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius faecimaris
875171,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter baekdonensis
1434019,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Mameliella,NA
561184,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Mameliella,Mameliella alba
2587858,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax,Roseivivax sp. THAF40
74032,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Antarctobacter,NA
74033,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Antarctobacter,Antarctobacter heliothermus
1891787,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter ponti
2823693,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium montanum
76890,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,NA
78587,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis excentricus
205844,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium pentaromativorans
745310,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. MM-1
1961362,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. NIC1
1523415,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. AAP5
424800,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas insulae
1609977,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis
1560345,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas panacis
1549858,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas taxi
1843368,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. RAC03
407020,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. MI1205
2072936,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. SCG-1
520734,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. RSMS
13690,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae
76947,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium herbicidovorans
332055,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium indicum
120107,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium cloacae
267128,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis granuli
1348774,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus naphthovorans
2844881,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,NA,NA
541,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,NA
542,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis
2820280,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,NA,NA
335405,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,NA
2644549,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,NA
1892855,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,Sphingosinicella sp. BN140058
28231,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,NA
313985,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Trichlorobacter,Trichlorobacter lovleyi
872,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
296842,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio carbinolicus
879,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Megalodesulfovibrio,Megalodesulfovibrio gigas
213118,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,NA,NA,NA
213119,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
2295,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteriaceae,Desulfobacterium,NA
2296,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulforapulum,Desulforapulum autotrophicum
213121,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,NA,NA
109168,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea,NA
84980,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila
2593542,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
2517362,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. CCUG 57310
1660080,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. RM16192
2771471,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,NA,NA
202746,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,NA
2623549,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,NA
2590022,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas lithotrophica
2008785,Pseudomonadota,Hydrogenophilia,NA,NA,NA,NA
119069,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,NA,NA,NA
206349,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,NA,NA
70774,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,NA
297,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,Hydrogenophilus thermoluteolus
1682113,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium adipatum
212767,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JS623
43348,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium branderi
2061,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola
935199,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. p52
2812863,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PSBB049
1033922,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WB1
2806442,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. USK13
373068,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. L2-79-05
1717,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae
1718,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum
38289,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium
43770,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium striatum
1404244,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glyciniphilum
169292,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum
2676309,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. 135
85029,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,NA,NA
37914,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,NA
2617939,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,NA
712270,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Dietzia sp. oral taxon 368
1649184,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CFMR 7
1436085,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. F8
2594459,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. S1A1-7
2420135,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. S501
2594454,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. RLB1-9
349971,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. FR1
2742137,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. NA02950
2797636,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces liliifuscus
1488356,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. MBT27
2742134,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. NA03103
1436084,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. F12
1984801,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CLI2509
665007,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces incarnatus
629295,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
1482558,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
1908,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces globisporus
73044,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces seoulensis
146922,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseofuscus
33903,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces avermitilis
67351,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces californicus
67296,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces finlayi
67267,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces alboflavus
2049881,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces dengpaensis
1806905,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ZXY-2
311808,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 68b
404583,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus sp. A1
1270,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus
169133,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,NA
2632435,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,NA
2567881,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Citricoccus,Citricoccus sp. SGAir0253
2763257,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. YJN-G
904291,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sediminis
199592,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium paraoxydans
670052,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cryobacterium,Cryobacterium arcticum
1649454,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Glaciihabitans,NA
2645362,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Glaciihabitans,NA
2596912,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Glaciihabitans,Glaciihabitans sp. INWT7
186188,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Xylanimonas,NA
2509459,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonas allomyrinae
145357,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,NA,NA
57495,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Dermacoccus,NA
1274,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus nishinomiyaensis
72763,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,NA
399497,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus flavescens
1096868,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. EC080625-04
1690815,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130630-07
1641402,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130629-09
2074,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia autotrophica
1835,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,NA
333966,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora pogona
142577,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Prauserella,NA
530584,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Prauserella,Prauserella marina
622452,Actinomycetota,Actinomycetes,Kineosporiales,NA,NA,NA
83778,Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,NA,NA
33981,Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Kineococcus,NA
131568,Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus radiotolerans
42256,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter radiotolerans
2637691,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,NA
2653852,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter marinus
2653851,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter tropicus
257758,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae
2021971,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus respiraculi
160453,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus
2747,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,NA
2751,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum
147802,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners
2759736,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,NA
1597,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei
2767879,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,NA
2714036,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus pabuli
227942,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gastricus
186827,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,NA,NA
1375,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA
51665,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi
29388,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis
214473,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis
2803850,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,NA
1296,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri
2044880,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
373687,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sonchi
59893,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus peoriae
2704463,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizovicinus
155322,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis
1890302,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus wiedmannii
1405,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides
1510468,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus haikouensis
33940,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans
412384,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia aryabhattai
340146,Bacillota,Bacilli,Bacillales,NA,Exiguobacterium,Exiguobacterium mexicanum
157226,Bacillota,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,NA
1508404,Bacillota,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus malaysiensis
1492,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium butyricum
830,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,NA
43305,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus
46205,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,NA
185007,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio xylanivorans
538999,Bacillota,Clostridia,Eubacteriales,NA,NA,NA
539000,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,NA,NA
73918,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,NA
